CG11023	0.02628333333
l(2)gl	0.7052666667
Ir21a	0.1546166667
Cda5	0.8156166667
dbr	0.932
galectin	0.5840666667
CG11374	0.0372
net	0.77735
Zir	0.05348333333
CG11377	0.5646333333
Nhe1	0.3927333333
METK	0.5256166667
Sam-S	0.6154666667
CG13694	0.008516666667
CG4822	0.8341166667
CG3164	0.3893166667
GLN1	0.9022833333
CG31976	0.03003333333
CG31974	0.52575
CG11454	0.2605
CG42399	0.3814
CG3709	0.4613
CG11455	0.23655
CG3436	0.05301666667
CG33635	0.02071666667
spen	0.5089166667
mRpL10	0.09581666667
CG11617	0.05013333333
Tbc1d15-17	0.1880166667
CG13693	0.122
kis	0.7046666667
Rpp30	0.28965
CG17075	0.5460666667
CG3345	0.1783
CG3645	0.09593333333
mbm	0.07066666667
CG11555	0.001883333333
smo	0.2203928571
CG17078	0.86315
CG11601	0.06861666667
Amnionless	0.3273833333
CG3625	0.7858166667
CG11562	0.3856666667
U2af38	0.2145833333
Hop	0.03836666667
Pi3K21B	0.44385
Plc21C	0.7944333333
CG11912	0.1614
CG11911	0.2160166667
CG33127	0.17415
CG43755	0.03563333333
CG31921	0.02516666667
Ent1	0.0507
al	0.8366833333
CG4213	0.7595333333
RpI135	0.18085
AP-2alpha	0.5077
ebi	0.3810333333
CG13690	0.08575
RpLP1	0.2325333333
CG11885	0.01256666667
CG13692	0.9525666667
BBS8	0.6123166667
ex	0.9721833333
crq	0.1885166667
CG4164	0.8812333333
CG4133	0.4106333333
CG4297	0.9782166667
MED15	0.03588333333
CG4427	0.9305
ush	0.8913666667
lwr	0.006983333333
CG11840	0.3507666667
nAChRbeta3	0.6786666667
Ets21C	0.5746333333
CG2789	0.6066333333
rempA	0.2191333333
CG11835	0.2246833333
CG2794	0.4136166667
Nle	0.54615
CG2807	0.04956666667
Ipk2	0.1221
cold	0.0541
Ptth	0.60705
Pph13	0.9609
Gsc	0.8429666667
CG13689	0.0287
lectin-21Cb	0.22075
lectin-21Ca	0.07963333333
CG2839	0.03736666667
ds	0.55015
Hsp60B	0.08233333333
Eaat2	0.6116333333
CG3159	0.7995166667
GABA-B-R3	0.8972333333
CG12506	0.12735
CG13947	0.2495166667
Gr21a	0.45225
CG3544	0.01621666667
Pkg21D	0.63655
Nnf1b	0.1705333333
Dbp21E2	0.21715
Saf6	0.03343333333
Pex12	0.06938333333
CG15880	0.01716666667
CG3876	0.5031
Clp	0.3621666667
CG3662	0.04718333333
CG3727	0.1084666667
drongo	0.01813333333
CG4291	0.2417666667
KRAK	0.3168
CG13949	0.20845
CG13950	0.2995833333
aru	0.79475
CG4276	0.8074
dbe	0.3059333333
CG4124	0.32095
PNUTS	0.33225
ninaA	0.24735
CG15824	0.04103333333
LP1B	0.4252666667
U1	0.4040166667
GluRIIC	0.2533
CG4341	0.778
CG4375	0.03561666667
CG4415	0.1495333333
IA-2	0.90075
S	0.3340833333
ast	0.2125166667
CG4428	0.03513333333
CG4629	0.67965
mtRNApol	0.5188
CG14340	0.8064666667
CG4710	0.5906
Pino	0.2658833333
CG4552	0.09273333333
Iris	0.1307833333
CG4577	0.89715
MFS3	0.6996833333
CG4749	0.3005
Tfb4	0.03793333333
Vps29	0.1339666667
capt	0.5015
Tango14	0.09641666667
CG5080	0.5448166667
IntS14	0.4087833333
CG14341	0.3740166667
CG31922	0.07833333333
Plap	0.4309833333
CG5118	0.2306333333
CG4887	0.0526
CG4896	0.1966333333
CG5074	0.07408333333
Tgt	0.6012
CG5001	0.3623166667
CG5139	0.03631666667
CG43348	0.1964333333
CG43349	0.2688833333
CG5011	0.22265
CG14342	0.30065
CG42329	0.5263666667
CG5397	0.4737833333
robo3	0.4036
a5	0.45605
CG5440	0.01768333333
CG33923	0.01933333333
Cdlc2	0.0571
CG5556	0.07081666667
CG5561	0.04506666667
CG31924	0.3700166667
CG5565	0.1079333333
CG31659	0.0332
NLaz	0.7233
CG14346	0.06308333333
lea	0.2748833333
CG43401	0.0227
CG43402	0.19975
CG31928	0.2832833333
CG33128	0.21545
CG31926	0.2949333333
CG31661	0.1617166667
CG18131	0.1918
CG7420	0.6677833333
CG18132	0.01453333333
halo	0.3263166667
haf	0.5419666667
CG10869	0.3163333333
CG31935	0.2651833333
CG14352	0.1030166667
CG7361	0.1581666667
chinmo	0.4437166667
CAPB	0.1262833333
cpb	0.1676
CG17660	0.1848
mRpL48	0.427
frtz	0.3457666667
Rim2	0.2513333333
Rrp40	0.1504166667
Eno	0.09196666667
CG31937	0.03571666667
CG17652	0.35065
CG17646	0.7855333333
CG17712	0.06661666667
CG17648	0.04458333333
Gr22f	0.1503666667
CG17650	0.07491666667
CG31933	0.07343333333
CG31664	0.2090666667
c-cup	0.09895
wry	0.5566333333
CG7295	0.09805
CG31663	0.08051666667
CG15358	0.04775
CG7337	0.6619166667
CG15357	0.03461666667
CG33673	0.009783333333
erm	0.8859833333
Der-1	0.2551333333
CG15356	0.3486666667
CG15362	0.02061666667
CG7289	0.5686166667
Got2	0.03041666667
CG4233	0.5541833333
Npc2a	0.3321
Obp22a	0.1637833333
CG33543	0.6460333333
CG15353	0.75035
Nplp4	0.4502333333
CG4238	0.3690333333
CG42296	0.70285
lectin-22C	0.0158
Su(dx)	0.2875333333
Kebab	0.2683333333
CG12674	0.7687333333
dpr3	0.6522333333
CG4259	0.05545
GlyP	0.5047666667
tho2	0.2323
CG11723	0.4523
CG7261	0.2508833333
AIF	0.0943
CG15382	0.41105
aop	0.6707166667
CG10874	0.19795
CG34172	0.59405
CG31668	0.05053333333
CG15385	0.4990166667
Uch	0.28115
CG34174	0.02495
CG10880	0.02418333333
CG15386	0.2229333333
mio	0.2755
papi	0.1751333333
CG15387	0.177
sau	0.2908
CG10882	0.7612166667
Tengl3	0.08831666667
Tengl2	0.1015333333
Tengl1	0.2194
CG4267	0.23175
Ser12	0.0242
CG17239	0.007083333333
CG17234	0.1235833333
Send1	0.1051166667
CG4270	0.0267
CG34049	0.10535
CG17242	0.03696666667
CG4271	0.2111
CG31681	0.08621666667
CG42658	0.8022166667
CG17237	0.1643333333
robl22E	0.02495
CG31949	0.1170333333
CG16995	0.06811666667
eys	0.6288333333
CG9967	0.11825
CG3664	0.3463166667
Rab5	0.21815
Axud1	0.60965
CG3597	0.6122666667
CG3609	0.6889333333
CG15390	0.3024666667
Atxn7	0.2774666667
Eogt	0.3018166667
CG9870	0.03181666667
CG3557	0.05575
CG43750	0.08745
VGlut	0.9057
CG18641	0.7790166667
CG31948	0.1277833333
CG34448	0.6593166667
CG34447	0.07528333333
CG9886	0.4593666667
CG44139	0.13055
dpp	0.36425
Slh	0.5819666667
oaf	0.04525
CG3528	0.6928666667
CG3515	0.1024666667
Cyp309a1	0.09258333333
Cyp309a2	0.1798333333
Rad1	0.2825166667
insv	0.07863333333
Elba2	0.3711833333
CG3214	0.3023833333
Arpc5	0.6926
Drp1	0.1226333333
CG15394	0.06341666667
CG15395	0.2541
CG9962	0.03895
CG43851	0.01428333333
CG33125	0.5295166667
Prosbeta4R1	0.008583333333
Prosbeta4R2	0.6035
CG9879	0.1879833333
Gr23a	0.0294
CG31690	0.4950666667
CG15398	0.08093333333
CG31689	0.34835
Hrs	0.2076666667
CG9961	0.1273
Cwc25	0.08971666667
Bacc	0.007816666667
Pgk	0.70535
CG9894	0.57005
CG32951	0.2311666667
Trn-SR	0.24895
CG3077	0.3868833333
aph-1	0.11545
Taf10b	0.17845
Taf10	0.08375
colt	0.25125
CG2862	0.4306833333
CG15399	0.4078166667
Syt1	0.7927333333
daw	0.98485
CG2964	0.06538333333
G6P	0.03468333333
CG3123	0.04688333333
Duox	0.8493666667
CG3119	0.1091166667
Cpr23B	0.64685
CG2975	0.4191166667
CG18558	0.04573333333
CG18557	0.02778333333
CG3117	0.02843333333
CG2983	0.1085
CG3104	0.3123166667
CG2986	0.7613166667
CG2991	0.3061166667
CG8813	0.1687166667
CG15401	0.1756428571
CG8814	0.7076333333
Prx6005	0.2240833333
CG31950	0.1248333333
betaggt-II	0.504
NTPase	0.4976166667
lilli	0.33885
Rbp9	0.8394333333
Ts	0.2013
Rrp1	0.3768333333
gammaTub23C	0.10175
CG9641	0.2920333333
CG3165	0.5077833333
CG9643	0.3255
Chd1	0.43
Bem46	0.2853166667
okr	0.3181
CG3558	0.46375
CG17265	0.65025
CG17224	0.21975
CG17264	0.06413333333
alpha4GT1	0.79655
CG3542	0.56305
CG3605	0.2306166667
CG17219	0.10065
GABPI	0.2573166667
CG17258	0.4441666667
CG17259	0.5878333333
CG17260	0.5055833333
cnir	0.04603333333
CG17221	0.1651833333
CG17261	0.02405
v(2)k05816	0.7899166667
CG3523	0.02453333333
PpD6	0.0231
CG15403	0.1732
toc	0.1446833333
CG12400	0.06116666667
Mad	0.22955
gkt	0.10055
Hydr2	0.204
CG44002	0.007133333333
CG31698	0.2136333333
CG15404	0.2255
CG34393	0.2293833333
CG3347	0.28375
CG3332	0.5516166667
CG9664	0.5499166667
CG9663	0.7203666667
CG3277	0.5149166667
CG15406	0.5155
CG3326	0.1018333333
CG8837	0.4354833333
CG33281	0.9597333333
CG33282	0.2039333333
CG3285	0.1429
CG15408	0.3288666667
E23	0.4984833333
CG8838	0.01843333333
CG34394	0.4614
CG15412	0.6122
CG9662	0.04071666667
Ptpa	0.1487666667
Sfp23F	0.03813333333
CG42460	0.04591666667
CG34175	0.08146666667
CG8840	0.07673333333
CG31952	0.041
pgant2	0.3891
CG2772	0.14835
Snx1	0.1548166667
CG12795	0.1346833333
Cog3	0.3678
Sec5	0.15245
CG3246	0.9152166667
msl-2	0.07745
CG3238	0.11565
CG31776	0.2708
pgant4	0.3188
Thor	0.2383
CG15414	0.9438333333
tim	0.3951
CG31954	0.2758833333
CG33123	0.0366
CG17593	0.2447333333
CG3213	0.3118166667
CG8851	0.3273666667
Sr-CIV	0.08711666667
CG8852	0.5559166667
Spindly	0.06245
Che-13	0.2842666667
drm	0.99895
sob	0.9992333333
odd	0.8220166667
Dot	0.2308666667
CG15418	0.6472166667
KGP3	0.4154666667
for	0.2453666667
CG34340	0.7577333333
Sfp24Ba	0.09343333333
CG42463	0.1458666667
Sfp24Bb	0.09796666667
Sfp24Bc	0.2329333333
CG16704	0.4292
CG3513	0.08736666667
Acp24A4	0.001733333333
CG43165	0.6172833333
CG16713	0.1646166667
CG16712	0.2781666667
CG3604	0.36305
CG10031	0.4515833333
CG42464	0.03636666667
CG42465	0.006533333333
Sfp24C1	0.07283333333
CG42467	0.09646666667
CG43145	0.2443833333
CG2816	0.5356833333
CG31778	0.8748333333
CG31777	0.3640666667
cutlet	0.2959833333
CG31955	0.1382666667
CG2818	0.1759
lectin-24A	0.006616666667
Shaw	0.9365166667
CG10019	0.85075
CG43703	0.05905
CG43707	0.6191833333
CG10021	0.5027
bowl	0.978
CG31960	0.007783333333
CG31958	0.0242
CG3921	0.8121166667
Reph	0.9891833333
CG3407	0.007433333333
slp1	0.6572333333
slp2	0.7794333333
CG3964	0.01125
Cep97	0.4682833333
CG31957	0.04126666667
capu	0.4650333333
CG31773	0.0308
fred	0.8358833333
CG43797	0.0233
CG34176	0.1182666667
CG15422	0.2031333333
CG15423	0.42145
CG43773	0.04255
CG43774	0.1012333333
CG15424	0.01586666667
Sr-CIII	0.03376666667
Sr-CI	0.3862166667
CG2955	0.08126666667
CG31961	0.1229
lectin-24Db	0.1099833333
CG3714	0.3044333333
ft	0.4735666667
CG3702	0.0517
RL40	0.3513166667
CG15425	0.01961666667
Art2	0.8252166667
tutl	0.51935
CG16857	0.5810666667
Atet	0.3553
CG15429	0.8459666667
Traf4	0.7061166667
CG17612	0.1946666667
CG3338	0.1300666667
Psf2	0.7652
CG4104	0.1985666667
CG3652	0.2382833333
l(2)k05819	0.3427166667
CG33003	0.4645166667
Dim1	0.02188333333
CG43055	0.03238333333
CG34177	0.1383666667
CG34178	0.2203333333
CG43056	0.26845
CG15431	0.7574666667
Sfp24F	0.07201666667
CG15432	0.0852
morgue	0.04838333333
Elp3	0.2698666667
MFS18	0.36245
CG15439	0.2011166667
CG15440	0.06291666667
CG15434	0.05073333333
Gs1l	0.4005666667
RL2A	0.58395
mRpL27	0.07738333333
CG15435	0.3874
CG15443	0.02088333333
CG15436	0.02191666667
CG17840	0.02756666667
ine	0.18105
CG15444	0.9092166667
HP6	0.20135
dp	0.7455333333
BG642163	0.12105
CG15635	0.03986666667
CG43798	0.03631666667
CG3355	0.64815
CG11929	0.1572166667
Bsg25A	0.5177833333
Elba3	0.20945
CG3251	0.3939666667
CG34351	0.7475833333
Taf12L	0.2120833333
CG15631	0.0329
CG42523	0.06051666667
CG15630	0.6295
CG3294	0.01411666667
CG3244	0.7603666667
CG15629	0.22375
CG3225	0.1332
CG15628	0.90725
Fnta	0.05285
Ir25a	0.1997666667
tank	0.6656333333
CG12194	0.9083333333
mxt	0.5583833333
CG11927	0.1779166667
mRpS2	0.3072166667
Mon1	0.3300333333
pog	0.40665
Cf2	0.2648
CG3008	0.0685
CG15625	0.07418333333
CG3036	0.7366666667
CG2837	0.47035
CG11918	0.5627
hoe1	0.66805
hoe2	0.60185
Sgs1	0.0817
CG14044	0.6786166667
mRpL24	0.04485
betaggt-I	0.25245
jet	0.17165
CG8871	0.2352166667
Jon25Bii	0.26185
Jon25Bi	0.2149333333
Marcal1	0.1191333333
CG34124	0.5779833333
CG34125	0.3157
IF32	0.44185
Scox	0.06395
CG3756	0.20325
CG14043	0.2922166667
l(2)05714	0.08646666667
mRpL28	0.2943666667
Gmd	0.06336666667
CG3792	0.3568166667
CG8891	0.2183166667
CG34126	0.07525
CG8892	0.09045
Rtnl1	0.36715
CG3887	0.2561333333
CG31917	0.2578833333
SELT	0.1585333333
vkg	0.4900333333
Cg25C	0.9952666667
SP555	0.17555
CG33995	0.8948833333
CG31650	0.3343666667
CG44000	0.5009833333
CG9121	0.4354666667
CG9124	0.6142
CG14040	0.2836333333
eIF-3p40	0.9763666667
CG14036	0.2195333333
H33A	0.28205
CG31918	0.4144333333
Rpn11	0.5925666667
CG14039	0.5778
qtc	0.03493333333
CG5827	0.03121666667
pgant5	0.48525
CG5828	0.01373333333
CG4230	0.17345
CG8680	0.2668333333
Msp300	0.7426333333
Cyp28d2	0.003083333333
Cyp28d1	0.3919166667
CG7742	0.76735
CG14034	0.04068333333
TpnC25D	0.9813833333
Cyp4ac1	0.1068666667
Cyp4ac2	0.05761666667
Cyp4ac3	0.01978333333
tkv	0.08873333333
Bsg25D	0.1850833333
BSG2	0.5513
Bub1	0.6155833333
vri	0.89295
CG14024	0.7426333333
Ncoa6	0.68885
cype	0.11455
CG14022	0.9665166667
TotM	0.1969833333
fusl	0.8758333333
CG12512	0.5015833333
nompC	0.7015333333
H15	0.9814166667
mid	0.87565
CG14020	0.26055
CG7382	0.2372333333
cl	0.3836
CG7371	0.6098166667
CG6907	0.3958333333
Cap-D3	0.25335
CG31648	0.2688166667
CG31915	0.09958333333
CG7277	0.1938333333
tomb	0.03006666667
CG14015	0.1985166667
Hel25E	0.9210833333
HE47	0.0475
Lam	0.5173333333
Oscillin	0.7617666667
CG14014	0.1905166667
CG14017	0.07135
CG14013	0.06956666667
GluRIIA	0.4928333333
GluRIIB	0.1937
CG14011	0.3121333333
CG7251	0.04733333333
CG18266	0.1169666667
CG14010	0.5674333333
Cyp6a16	0.13325
CG31646	0.9222666667
Hsp60C	0.07653333333
CG12511	0.1205166667
CG7236	0.42305
CG11149	0.0084
sip1	0.1484833333
CG11030	0.2052
CG14006	0.03595
CG11147	0.1692166667
CG11029	0.85205
obst-E	0.8174166667
CG31913	0.1262666667
CG9171	0.3030833333
CG14005	0.0608
CG7239	0.1930333333
CG11034	0.7036166667
CG43307	0.0145
CG31644	0.3033666667
TrissinR	0.3266166667
rau	0.52065
CG44574	0.2005333333
Sfp26Ac	0.1053
CG43185	0.02901666667
CG9029	0.2153
MS2B	0.05776666667
Acp26Aa	0.5076666667
CG9021	0.2849333333
bchs	0.3943666667
CG14000	0.0778
CG9016	0.1033666667
dsf	0.8155166667
Sfp26Ad	0.5454166667
Gpdh	0.09998333333
GPDA	0.6220666667
CG9044	0.4748833333
CG13999	0.5028
CG13998	0.2929
Vm26Ab	0.5695666667
Vm26Ac	0.5793333333
Vm26Aa	0.4758166667
psd	0.6803333333
CG13992	0.4665666667
Ucp4C	0.07208333333
Ucp4B	0.01376666667
chic	0.9363166667
PROF	0.31665
eIF-4a	0.6589
CG9078	0.1412333333
ifc	0.09208333333
lid	0.4504833333
Tsp26A	0.22685
Gal	0.3273666667
CG9098	0.2812833333
H2.0	0.96125
CG13996	0.8854833333
CG9107	0.07941666667
CG9109	0.7113666667
mtm	0.43355
CG9117	0.02498333333
CG31643	0.4825833333
PUR4	0.52795
ade2	0.1281166667
CG9131	0.3745
CG12393	0.06873333333
CG34179	0.3997166667
CG9135	0.30685
CG13995	0.5519
CG34180	0.2015833333
CG9140	0.4904833333
CG13994	0.4625
Fbw5	0.5192833333
CG9147	0.03943333333
CG9150	0.1920166667
CG13993	0.04155
CG9154	0.21145
KRH2	0.2034833333
Kr-h2	0.1005666667
Kr-h1	0.7732166667
CG9175	0.4504666667
CG5981	0.88305
CG31642	0.1451
stai	0.4288
Arpc4	0.06238333333
WDR79	0.06585
CG42730	0.2797833333
CG9222	0.04995
CG13991	0.09008333333
Muc26B	0.5437833333
CG31639	0.2332666667
CG13989	0.02593333333
CG34380	0.4731666667
Ugt37b1	0.02051666667
Ddr	0.9972333333
AANATL2	0.6519
CG13983	0.0981
CG43922	0.008666666667
CG13984	0.06455
PDZ-GEF	0.1567
CG9493	0.4702666667
Pez	0.06831666667
NCPR	0.7776833333
Cpr	0.1206833333
CG9497	0.0743
CG9498	0.2621833333
ppk7	0.2519833333
CG9500	0.06383333333
CG9505	0.79085
slam	0.3745333333
CG9507	0.4297166667
CG42370	0.12165
CG42368	0.6519833333
CG13982	0.6828833333
Tig	0.68115
Fic	0.01928333333
CG9527	0.04453333333
CG9528	0.5126833333
frj	0.0818
CG16947	0.4935
CG9531	0.3214666667
CG9535	0.9849833333
